sample_name,scandir,heightstep,suffix,ring
cerebellum_tile6,039_GMB_tileRingMixScan_4rings_7scans,1,20,1
cerebellum_tile6,039_GMB_tileRingMixScan_4rings_7scans,1,21,2
cerebellum_tile6,039_GMB_tileRingMixScan_4rings_7scans,1,22,3
cerebellum_tile6,039_GMB_tileRingMixScan_4rings_7scans,1,23,4
