sample_name,scandir,heightstep,suffix,ring
cerebellum_tile2,039_GMB_tileRingMixScan_4rings_7scans,1,8,1
cerebellum_tile2,039_GMB_tileRingMixScan_4rings_7scans,1,9,2
cerebellum_tile2,039_GMB_tileRingMixScan_4rings_7scans,1,10,3
cerebellum_tile2,039_GMB_tileRingMixScan_4rings_7scans,1,11,4
